sample,band_window,raman_shift_cm_inverse,raw_intensity,fitted_background,corrected_intensity,fitted_G_height,normalized_corrected_intensity
dark-1,dg,1147.773,94.96796,78.15304546165997,16.814914538340034,334.144647584141,0.05032226210987224
dark-1,dg,1149.701,98.5164,78.07763558698613,20.43876441301387,334.144647584141,0.061167415252004545
dark-1,dg,1151.63,96.77821,78.00218659930675,18.776023400693248,334.144647584141,0.05619130378548187
dark-1,dg,1153.558,91.46014,77.92677672463292,13.53336327536708,334.144647584141,0.04050151146580686
dark-1,dg,1155.487,101.4368,77.85132773695354,23.58547226304647,334.144647584141,0.07058461787004207
dark-1,dg,1157.415,92.71738,77.7759178622797,14.941462137720308,334.144647584141,0.044715551321102325
dark-1,dg,1159.344,92.49082,77.70046887460032,14.790351125399681,334.144647584141,0.04426331899174091
dark-1,dg,1161.272,104.2269,77.62505899992648,26.60184100007352,334.144647584141,0.0796117525520887
dark-1,dg,1163.201,115.5492,77.5496100122471,37.9995899877529,334.144647584141,0.11372197718110752
dark-1,dg,1165.129,115.8782,77.47420013757326,38.403999862426744,334.144647584141,0.11493226104349383
dark-1,dg,1167.057,108.4508,77.39879026289941,31.05200973710059,334.144647584141,0.09292984329273561
dark-1,dg,1168.986,104.3087,77.32334127522003,26.98535872477997,334.144647584141,0.08075951214506522
dark-1,dg,1170.914,108.8065,77.2479314005462,31.558568599453807,334.144647584141,0.09444583005480295
dark-1,dg,1172.843,114.0468,77.17248241286681,36.87431758713319,334.144647584141,0.11035435657501551
dark-1,dg,1174.771,108.6259,77.09707253819298,31.528827461807026,334.144647584141,0.09435682327925886
dark-1,dg,1176.7,100.6901,77.0216235505136,23.668476449486405,334.144647584141,0.07083302581863575
dark-1,dg,1178.628,108.9836,76.94621367583976,32.03738632416024,334.144647584141,0.09587879547312785
dark-1,dg,1180.557,110.0843,76.87076468816038,33.21353531183962,334.144647584141,0.09939867525029296
dark-1,dg,1182.485,106.37,76.79535481348654,29.574645186513465,334.144647584141,0.0885085109108811
dark-1,dg,1184.414,98.58487,76.71990582580716,21.864964174192835,334.144647584141,0.06543562595503498
dark-1,dg,1186.342,101.5304,76.64449595113332,24.885904048866678,334.144647584141,0.07447644075340203
dark-1,dg,1188.271,120.6146,76.56904696345394,44.04555303654605,334.144647584141,0.13181582693301988
dark-1,dg,1190.199,113.6112,76.4936370887801,37.11756291121989,334.144647584141,0.11108232072421065
dark-1,dg,1192.128,125.5016,76.41818810110072,49.08341189889927,334.144647584141,0.1468927072564871
dark-1,dg,1194.056,110.2979,76.34277822642689,33.95512177357311,334.144647584141,0.10161803284615795
dark-1,dg,1195.984,102.0588,76.26736835175305,25.791431648246956,334.144647584141,0.07718642759870158
dark-1,dg,1197.913,107.4585,76.19191936407367,31.26658063592633,334.144647584141,0.09357199303350532
